1,2,3,4,5,6,7,8,9,10
The Secret (2006 film),235711179,True,True,64.142.90.33,UNKNOWN,gurus,authors,"Other New Thought books Byrne is purported to have read include,:...self-help gurus, like Charles F. Haanel's ""The Master Key System"" from 1912; Prentice Mulford's 19th-century Thoughts Are Things; and Robert Collier's Secret of the Ages from 1926.","Other New Thought books Byrne is purported to have read include,:...self-help authors, like Charles F. Haanel's ""The Master Key System"" from 1912; Prentice Mulford's 19th-century Thoughts Are Things; and Robert Collier's Secret of the Ages from 1926."
Turkish invasion of Cyprus,74000677,True,True,Husond,UNKNOWN,migrated,in turn migrating,"The result of this invasion was the creation of a legally invalid Turkish breakaway state in the North and the ethnic cleansing of 160,000 Greek-Cypriots who were forcibly displaced to the south of Cyprus, most Turkish Cypriots migrated to the North.","The result of this invasion was the creation of an internationally unrecognized Turkish breakaway state in the North and the ethnic cleansing of 160,000 Greek-Cypriots who were forcibly displaced to the south of Cyprus, most Turkish Cypriots in turn migrating to the North."
Turkish invasion of Cyprus,91179633,True,True,217.45.193.62,UNKNOWN,migrating,had little choice but,"The result of this invasion was the creation of an internationally unrecognized Turkish breakaway state in the North and the ethnic cleansing of 200,000 Greek-Cypriots who were forcibly displaced to the south of Cyprus, most Turkish Cypriots in turn migrating to the North.","The result of this invasion was the creation of an internationally unrecognized Turkish breakaway state in the North and the ethnic cleansing of 200,000 Greek-Cypriots who were forcibly displaced to the south of Cyprus, most Turkish Cypriots in turn had little choice but to head North."
Turkish invasion of Cyprus,185104269,True,True,Athenean,UNKNOWN,it,which,"ISBN 960-03-3260-6    The following year, after the conclusion of the independence agreements on Cyprus, the Turkish Navy sent a ship to Cyprus fully loaded with arms for the TMT which was caught red-handed in the infamous ""Deniz"" incident.","ISBN 960-03-3260-6    The following year, after the conclusion of the independence agreements on Cyprus, the Turkish Navy sent a ship to Cyprus fully loaded with arms for the TMT which was caught red-handed in the infamous ""Deniz"" incident."
Turkish invasion of Cyprus,269803089,True,True,Athenean,UNKNOWN,intervention,invasion,|conflict=Turkish intervention of Cyprus|date=July - August 1974|place=Cyprus|result= Turkish occupation of northern Cyprus by Turkish forces.,|conflict=Turkish invasion of Cyprus|date=July - August 1974|place=Cyprus|result= Turkish occupation of northern Cyprus by Turkish forces.
Turkish invasion of Cyprus,269803089,True,True,Athenean,UNKNOWN,intervention,Invasion,The island's prehistory runs as far back as the beginning of the 6th millennium BC.,The island's prehistory runs as far back as the beginning of the 6th millennium BC.
Turkish invasion of Cyprus,269803089,True,True,Athenean,UNKNOWN,intervention.,invasion.,"So crucial was this road to Turkish strategic thinking that they retained control of that road until 1974, at which time it acted as a crucial link in Turkey’s military intervention.","So crucial was this road to Turkish strategic thinking that they retained control of that road until 1974, at which time it acted as a crucial link in Turkey’s military invasion."
Turkish invasion of Cyprus,269803089,True,True,Athenean,UNKNOWN,intervention,invasion,"Since the Turkish intervention, a large number of Turks have been brought to the north from Anatolia in violation of Article 49 of the Geneva Convention and hence a war crime, to occupy the homes of the Greek Cypriot refugees.","Since the Turkish invasion, a large number of Turks have been brought to the north from Anatolia in violation of Article 49 of the Geneva Convention and hence a war crime, to occupy the homes of the Greek Cypriot refugees."
Turkish invasion of Cyprus,306238078,True,True,Athenean,UNKNOWN,intervention,invasion,"{{Infobox War| image=| caption=| conflict=Turkish intervention of Cyprus| date=July - August 1974| place=Cyprus| result= Occupation of northern Cyprus by Turkish forces on July 20, 1974.","{{Infobox War| image=| caption=| conflict=Turkish invasion of Cyprus| date=July - August 1974| place=Cyprus| result= Occupation of northern Cyprus by Turkish forces on July 20, 1974."
Turkish invasion of Cyprus,306238078,True,True,Athenean,UNKNOWN,intervention,invasion," The Turkish intervention, codenamed Operation Atilla, took place in two stages and ended in August 1974, when Turkish troops occupied 37% of the island's territory, which was followed by the establishment of the de facto Turkish Republic of Northern Cyprus that only Turkey recognizes."," The Turkish invasion, codenamed Operation Atilla, took place in two stages and ended in August 1974, when Turkish troops occupied 37% of the island's territory, which was followed by the establishment of the de facto Turkish Republic of Northern Cyprus that only Turkey recognizes."
Turkish invasion of Cyprus,306238078,True,True,Athenean,UNKNOWN,Intervention,Invasion,"Makarios described the coup which replaced him as ""An Intervention of Cyprus by Greece"" in his speech to the UN security council and stated that there were ""no prospects"" of success in the talks aimed at resolving the situation between Greek and Turkish Cypriots, as long as the leaders of the coup, sponsored and supported by Greece, were in power.","Makarios described the coup which replaced him as ""An Invasion of Cyprus by Greece"" in his speech to the UN security council and stated that there were ""no prospects"" of success in the talks aimed at resolving the situation between Greek and Turkish Cypriots, as long as the leaders of the coup, sponsored and supported by Greece, were in power."
Turkish invasion of Cyprus,306238078,True,True,Athenean,UNKNOWN,intervention.,invasion.,"Whereas the first wave of military action was and still is said (by many Turks) to have been carried out in accordance with the right of intervention, the second wave of military action revealed that Turkey’s right of intervention was used as little more then a guise for an intervention.","Whereas the first wave of military action was and still is said (by many Turks) to have been carried out in accordance with the right of intervention, the second wave of military action revealed that Turkey’s right of intervention was used as little more then a guise for an invasion."
Turkish invasion of Cyprus,306238078,True,True,Athenean,UNKNOWN,intervention,invasion,"Between 21 and 26 December 1963, the conflict centred in the Omorphita suburb of Nicosia, which had been an area of tension back in 1958.","Between 21 and 26 December 1963, the conflict centred in the Omorphita suburb of Nicosia, which had been an area of tension back in 1958."
Turkish invasion of Cyprus,325867166,True,True,Athenean,UNKNOWN,Intervention,Invasion,"In 1571, the island was conquered by the Ottomans.","In 1571, the island was conquered by the Ottomans."
Turkish invasion of Cyprus,325867166,True,True,Athenean,UNKNOWN,intervention.,invasion.," They claim that the Court of Appeal in Athens stated that the intervention was legal and that ""The real culprits ...are the Greek officers who engineered and staged a coup and prepared the conditions for the intervention""."," They claim that the Court of Appeal in Athens stated that the invasion was legal and that ""The real culprits ...are the Greek officers who engineered and staged a coup and prepared the conditions for the invasion""."
Turkish invasion of Cyprus,325867166,True,True,Athenean,UNKNOWN,intervention.,invasion.,"Whereas the first wave of military action was and still is said (by many Turks) to have been carried out in accordance with the right of intervention, the second wave of military action revealed that Turkey’s right of intervention was used as little more than a guise for an intervention.","Whereas the first wave of military action was and still is said (by many Turks) to have been carried out in accordance with the right of intervention, the second wave of military action revealed that Turkey’s right of intervention was used as little more than a guise for an invasion."
Turkish invasion of Cyprus,385684102,True,True,Boing! said Zebedee,UNKNOWN,intervention,invasion,"Between 21 and 26 December 1963, the conflict centred in the Omorphita suburb of Nicosia, which had been an area of tension in 1958.","Between 21 and 26 December 1963, the conflict centred in the Omorphita suburb of Nicosia, which had been an area of tension in 1958."
Turkish invasion of Cyprus,397517007,True,True,Cplakidas,UNKNOWN,intervention,invasion,"The Turkish intervention took place in two stages and ended in August 1974, when Turkish troops occupied 36% of the island's territory, which was followed by the establishment of the de facto Turkish Republic of Northern Cyprus (TRNC) that only Turkey recognizes, in contradiction of the terms of the 1960 Treaty of Guarantee.","The Turkish invasion took place in two stages and ended in August 1974, when Turkish troops occupied 36% of the island's territory, which was followed by the establishment of the de facto Turkish Republic of Northern Cyprus (TRNC) that only Turkey recognizes, in contradiction of the terms of the 1960 Treaty of Guarantee."
Turkish invasion of Cyprus,397517007,True,True,Cplakidas,UNKNOWN,intervention,invasion," The aftermath of Turkey's intervention, however, did not safeguard the Republic's sovereignty and territorial integrity, but had the opposite effect; such as the de facto partitioning of the Republic in two, the creation of a separate political entity in the north and the forceful expulsion of Greek Cypriots from it."," The aftermath of Turkey's invasion, however, did not safeguard the Republic's sovereignty and territorial integrity, but had the opposite effect; such as the de facto partitioning of the Republic in two, the creation of a separate political entity in the north and the forceful expulsion of Greek Cypriots from it."
Turkish invasion of Cyprus,397517007,True,True,Cplakidas,UNKNOWN,intervening,invading,The intervening forces landed off the northern coast of the island around Kyrenia.,The invading forces landed off the northern coast of the island around Kyrenia.
Turkish invasion of Cyprus,442216591,True,True,Dr.K.,UNKNOWN,intervention,invasion,"2004, p.29In 1571 the island was conquered by the Ottoman Empire.","2004, p.29In 1571 the island was conquered by the Ottoman Empire."
Turkish invasion of Cyprus,442216591,True,True,Dr.K.,UNKNOWN,Turkey's,Turkish,258[[06.,258[[06.
Herald AM,202789184,False,True,Guliolopez,UNKNOWN,Name,Herald AM,The newspaper was originally intended to be called Herald Metro.,The Herald AM newspaper was originally intended to be called Herald Metro.
Dallas Area Rapid Transit,23528613,False,True,Robertb-dc,UNKNOWN,Five,handily,"Five cities held highly publicized pullout elections in 1996 (with the financial assistance of Dallas Cowboys owner Jerry Jones), but DART won in all five.","The suburbs' confidence in DART was also expressed at the ballot box: five cities held highly publicized pullout elections in 1996 (with the financial assistance of Dallas Cowboys owner Jerry Jones), but DART won handily in all five."
Bharatiya Janata Party,254372960,True,True,Lacrimosus,MINOR,misusing,making contested use of,"When Indira Gandhi imposed a state of emergency in 1975, postponing elections and misusing major central powers granted to her by the Constitution, the BJS joined a coalition of parties in active protest.","When Indira Gandhi imposed a state of emergency in 1975, postponing elections and making contested use of major central powers granted to her by the Constitution, the BJS joined a coalition of parties in active protest."
Bharatiya Janata Party,356460339,False,True,Munci,UNKNOWN,Achievements,Actions in power,"In 2004, the Government signed the South Asia Free Trade Agreement with Pakistan, Nepal, Bangladesh, Bhutan, Sri Lanka and the Maldives, a decision intended to vastly benefit over 1.6 billion people.","In 2004, the Government signed the South Asia Free Trade Agreement with Pakistan, Nepal, Bangladesh, Bhutan, Sri Lanka and the Maldives, a decision intended to vastly benefit over 1.6 billion people."
Bharatiya Janata Party,426399185,False,True,117.194.193.194,UNKNOWN,citing,due to,"Recently, both Venkaiah Naidu and LK Advani resigned ahead of schedule citing factionalism and controversies.","Recently, both Venkaiah Naidu and LK Advani resigned ahead of schedule due to factionalism and controversies."
Bharatiya Janata Party,426400836,False,True,MikeLynch,UNKNOWN,this,the president,"Beyond this, there are several Vice-Presidents, General-Secretaries, Treasurers and Secretaries.","Beyond the president, there are several Vice-Presidents, General-Secretaries, Treasurers and Secretaries."
Bharatiya Janata Party,512613036,True,True,96.246.60.108,UNKNOWN,agenda,position,"The Bharatiya Janata Party was started by advocating Hindu nationalism and conservative social policies, self-reliance, free market capitalistic policy, foreign policy driven by a nationalist agenda, and strong national defense.","The Bharatiya Janata Party's origins were as a party advocating Hindu nationalism and conservative social policies, self-reliance, free market capitalistic policy, foreign policy driven by a nationalist position, and strong national defense."
Consumerism,37549659,False,True,Nirvana2013,UNKNOWN,parts,regions,"Although today it is also evident in some parts of communist China, such as Shanghai and Beijing.","Although today it is also evident in some regions of communist China, such as Shanghai and Beijing."
Cuban dissident movement,7139509,False,True,Improv,UNKNOWN,exile,expatriate,"Other Cuban exile groups, many of them also opposed to Castro, advocate different policies, opposing the embargo and favoring more cultural and economic engagement.","Other Cuban expatriate groups, many of them also opposed to Castro, advocate different policies, opposing the embargo and favoring more cultural and economic engagement."
Cuban dissident movement,7166443,False,True,Improv,UNKNOWN,young,new,This attempt to depose the young Cuban Revolution ended in failure.,This attempt to depose the new Cuban government ended in failure.
Cuban dissident movement,7166443,False,True,Improv,UNKNOWN,revolution.,government.,Many prisonner of war were taken by the revolution.,Many prisoners of war were taken by the government.
Expulsion of Germans from Czechoslovakia,127062040,False,True,Pseudo-Richard,UNKNOWN,politicians.,statesmen.,"These ""wild"" expulsions were encouraged by racist speeches made by several Czechoslovak politicians.","These ""wild"" expulsions were encouraged by polemical speeches made by several Czechoslovak statesmen."
Republic of Serbian Krajina,96474535,False,True,Marinko,UNKNOWN,Serbs,they,"The resolution was confined exclusively to Serbs and, not surprisingly, passed by a majority of 99.7%, showing they were unable to accept an independent Croatia.","The resolution was confined exclusively to Serbs and, not surprisingly, passed by a majority of 99.7%, showing they were unable to accept an independent Croatia."
Republic of Serbian Krajina,96474535,False,True,Marinko,UNKNOWN,Serbian,Croatian,"Many more died and or were deplaced in fighting in eastern Slavonia (this territory along the Croatian/Serbian border is not part of the Krajina, and it was the JNA that was the principal actor in that part of the conflict).","Many more died and or were deplaced in fighting in eastern Slavonia (this territory along the Croatian/Serbian border is not part of the Krajina, and it was the JNA that was the principal actor in that part of the conflict)."
Republic of Serbian Krajina,122948268,False,True,Alaexis,UNKNOWN,seized,controlled,"Over the following months, a large area of territory, amounting to a third of Croatia, was seized by the Serbs.","Over the following months, a large area of territory, amounting to a third of Croatia, was controlled by the Serbs."
Republic of Serbian Krajina,122948268,False,True,Alaexis,UNKNOWN,saved,repelled,"They also tried to overtake Šibenik, but the defenders successfully saved the city from the JNA, but not before Chetniks bombed the main theater.","They also tried to overtake Šibenik, but the defenders successfully repelled the attack by JNA."
World War I reparations,287651605,False,True,Boson,UNKNOWN,harshness,size,"In many ways, the Versailles reparations were a reply to the reparations placed upon France by Germany through the 1871 Treaty of Frankfurt, signed after the Franco-Prussian War.","In many ways, the Versailles reparations were a reply to the reparations placed upon France by Germany through the 1871 Treaty of Frankfurt, signed after the Franco-Prussian War."
Polygyny,344047587,False,True,Atomaton,UNKNOWN,believe,is,This fact is not affected by the gay population since there is no reason to believe that the ratio of female homosexuals are higher than males.,This fact is not affected by the gay population since there is no reason to believe that the ratio of female homosexuals are higher than males.
JT LeRoy,31157247,False,True,Animated Cascade,UNKNOWN,Things,abuse at,"JT LeRoy (pseudonym ""Terminator""), a young American author, has written a novel, Sarah; a collection of short stories, The Heart Is Deceitful Above All Things; and the novella Harold's End illustrated by Australian artist Cherry Hood  .","Much as in LeRoy's earlier writing, the protagonist falls upon bad times and faces exploitation and abuse at the hands of another pimp."
JT LeRoy,34433945,False,True,Jokestress,UNKNOWN,His,LeRoy's,"His work has also appeared in such anthologies as The Best American Nonrequired Reading 2003, MTV's Lit Riffs, XXX: 30 Porn-Star Portraits, Nadav Kander's Beauty's Nothing, and The Fourth Sex: Adolescent Extremes.","LeRoy's work has also appeared in such anthologies as The Best American Nonrequired Reading 2003, MTV's Lit Riffs, XXX: 30 Porn-Star Portraits, Nadav Kander's Beauty's Nothing, and The Fourth Sex: Adolescent Extremes."
JT LeRoy,34433945,False,True,Jokestress,UNKNOWN,He,LeRoy,He decided to continue that approach with Elephant while retaining some of LeRoy's contributions.,He decided to continue that approach with Elephant while retaining some of LeRoy's contributions.
JT LeRoy,34436530,False,True,Jokestress,UNKNOWN,the,also listed as,He is the guest editor for Da Capo’s Best Music Writing 2005.,LeRoy is also listed as guest editor for Da Capo’s Best Music Writing 2005.
JT LeRoy,34627128,False,True,Jokestress,MINOR,of,used by,"JT LeRoy is the name of an American author who has also published under the name Terminator and claims to have been born October 31, 1980 in West Virginia.","JT LeRoy is the name used by an American author who has also published under the name Terminator and claims to have been born October 31, 1980 in West Virginia."
JT LeRoy,42846250,False,True,68.1.169.30,UNKNOWN,prostitute,operator,"In a January 10 National Public Radio interview, Beachy noted that Laura Albert's work as a phone sex prostitute honed her skill at creating elaborate stories about sexual acts and abuse, which Albert would use to elicit sympathy from other writers and editors who might help her get published.","In a January 10 National Public Radio interview, Beachy noted that Laura Albert's work as a phone sex operator honed her skill at creating elaborate stories about sexual acts and abuse, which Albert would use to elicit sympathy from other writers and editors who might help her get published."
Egyptian Revolution of 1952,115741469,False,True,Egyegy,UNKNOWN,Egyptian,July 23,"The 1952 Revolution (Arabic:ثورة 23 يوليو 1952), more commonly known as the Egyptian Revolution, began with a military coup d'état that took place on July 23, 1952 by a group of young army officers who named themselves ""The Free Officers Movement"".","The 1952 Revolution (Arabic:ثورة 23 يوليو 1952), also known as the July 23 Revolution, began with a military coup d'état that took place on July 23, 1952 by a group of young army officers who named themselves ""The Free Officers Movement""."
Gracenote,82668584,False,True,Fatandhappy,UNKNOWN,astonished,suprised,Some computer users who have copied  vinyl LPs from their turntables onto  CD-Rs have been astonished to find their computers correctly displaying the titles and track listings when these  CD-Rs are played on their computer.,Some computer users who have copied  vinyl LPs from their turntables onto  CD-Rs have been suprised to find their computers correctly displaying the titles and track listings when these  CD-Rs are played on their computer.
City Harvest Church,14298387,True,True,Cat12zu,UNKNOWN,own.,fully,Although City Harvest claims to be a Christian denomination of its own.,"Fourteen branch churches in Malaysia, India, Indonesia and the Philippines affliate directly with the Singapore church, which now holds a Titanium-clad building, fully paid over a 7-year funding campaign among its own members."
City Harvest Church,15269304,False,True,Cat12zu,MINOR,reports,claims,The church reports to convert an average of four hundred people a week.,The church claims to convert an average of four hundred people a week.
Protein combining,156355688,False,True,Extremophile,MINOR,myth,hypothesis,The protein combining myth was given wings in Frances Moore Lappé's 1971 bestseller Diet for a Small Planet.,The protein combining hypothesis was given wings in Frances Moore Lappé's 1971 bestseller Diet for a Small Planet.
University Canada West,307659890,False,True,Ingoman,UNKNOWN,Research,Criticisms,"University Canada West is private, and for profit, thus has no support or seed funds to conduct research.","University Canada West is private, and for profit, thus has no support or seed funds to conduct research."
University Canada West,325062079,True,True,Ronz,UNKNOWN,traditional,public,Tuition for a full undergraduate degree program at UCAN is little higher than similar programs at traditional universities due to the fact that it is not publicly subsidized.,Tuition for a full undergraduate degree program at UCAN is higher than similar programs at public universities due to the fact that it is not publicly subsidized.
"Iranian presidential election, 2009",298398100,False,True,Kingoomieiii,UNKNOWN,crush,quell,", Der Spiegel 15-06-2009 In addition, On 16 June two protesters told The Jerusalem Post that Palestinian Hamas members were helping the Iranian authorities crush street protests.",", Der Spiegel 15-06-2009 In addition, On 16 June two protesters told The Jerusalem Post that Palestinian Hamas members were helping the Iranian authorities quell street protests."
"Iranian presidential election, 2009",384601823,True,True,Lihaas,UNKNOWN,Muslim,Asian,"Other countries, namely Brazil and some Muslim countries amongst others, welcomed the result.","Other countries, namely Brazil and some Asian countries amongst others, welcomed the result."
Islamism,46889385,False,True,Timothy Usher,UNKNOWN,However,Additionally,"However, the term is often misapplied to denote Muslims who engage in violent or insurgent activities.","Additionally, the term is often applied to denote Muslims who engage in violent or insurgent activities."
Islamism,141589143,True,True,Azartash,UNKNOWN,Iranian,Foundadtion of the first,The first Islamist state (with the possible exception of Zia's Pakistan) was established not among Sunni but among the Shia of Iran.,The first Islamic state (with the possible exception of Zia's Pakistan) was established not among Sunni but among the Shia of Iran.
Islamism,141589143,True,True,Azartash,UNKNOWN,monarchy,dictatorship,"In what was nothing short of a major shock to the rest of the world, the Ayatollah Ruhollah Khomeini led an Islamic Revolution of 1979 to overthrow the oil rich, rapidly Westernizing and pro-American secular monarchy ruled by Shah Muhammad Reza Pahlavi.","In what was nothing short of a major shock to the rest of the world, the Ayatollah Ruhollah Khomeini led an Iranian Revolution of 1979 to overthrow the rapidly Westernizing and pro-American secular dictatorship ruled by Shah Muhammad Reza Pahlavi."
Islamism,250074148,False,True,BoogaLouie,UNKNOWN,Turkey,Justice and Development Party,[[Image:AKP Logo.,[[Image:AKP Logo.
The Economist,214623931,False,True,Larklight,UNKNOWN,even,including,"It also supports social liberalism, even legalized drugs and prostitution.","It also supports social liberalism, including legalized drugs and prostitution."
The Economist,248455361,False,True,JameiLei,UNKNOWN,dynasty,family,"Despite having its Asia-Pacific office in Singapore, The Economist regularly has difficulties with the Lee dynasty, which has successfully sued it for libel on a number of occasions.","Despite having its Asia-Pacific office in Singapore, The Economist regularly has difficulties with the Lee family, which has successfully sued it for libel on a number of occasions."
First Vienna Award,246349822,False,True,Smerus,UNKNOWN,aka,otherwise known as,"Hungary openly planned to reannex the former Hungarian territories of so-called ""Felvidék"", the present-day Slovakia and Subcarpathian Rus, aka Carpathian Rus, aka Transcarpathian Rus.","Hungary openly planned to reannex the former Hungarian territories of so-called ""Felvidék"", the present-day Slovakia and Subcarpathian Rus, otherwise known as Carpathian Rus, aka Transcarpathian Rus."
First Vienna Award,246349822,False,True,Smerus,UNKNOWN,in,by the,Hungary thus regained some territories in present-day Slovakia and Ukraine that it had lost by the Treaty of Trianon in the post-World War I dissolution of Austria-Hungary.,Hungary thus regained some territories in present-day Slovakia and Ukraine that it had lost by the Treaty of Trianon in the post-World War I dissolution of Austria-Hungary.
Black Power,456958071,True,True,TBSchemer,UNKNOWN,pride,superiority," The movement was prominent in the late 1960s and early 1970s, emphasizing racial pride and the creation of black political and cultural institutions to nurture and promote black collective interestsAppiah, A., & Gates, H. L. (1999). "," The movement was prominent in the late 1960s and early 1970s, emphasizing racial superiority and the creation of black political and cultural institutions to nurture and promote black collective interestsAppiah, A., & Gates, H. L. (1999). "
Aaron Peskin,172528812,False,True,Loonymonkey,MINOR,lawyer,attorney,He is married to land use lawyer Nancy Shanahan.,He is married to land use attorney Nancy Shanahan.
Aaron Peskin,172528812,False,True,Loonymonkey,MINOR,This,The state eviction,"This law has led to many condominium conversions in San Francisco by real estate speculators, especially in Peskin's neighborhood of North Beach.","The state eviction law has led to many condominium conversions in San Francisco by real estate speculators, especially in Peskin's neighborhood of North Beach."
Ryanair,15621161,False,True,Worldtraveller,UNKNOWN,insists,states that,"As Michael O'Leary often insists, the airline goes to extremes to make a point.","Michael O'Leary often states that the airline goes to extremes to make a point, an approach which has resulted in Ryanair's advertising occasionally being considered offensive ."
Dennis Bernstein,261575410,True,True,DGG,UNKNOWN,thugs,men,He was cornered in an on-air studio after his broadcast by four to six armed thugs from a private security agency hired by the network.,He was cornered in an on-air studio after his broadcast by four to six armed men from a private security agency hired by the network.
Javier Solana,12044053,False,True,69.209.162.4,UNKNOWN,Trivia,Differing Perspectives,"Many Christian fundamentalist apocalyptic webites claim that Solana is the Antichrist, pointing to  paragraph 666 of the 1998 EU General Report .","Many Christian fundamentalist apocalyptic webites suggest and/or even claim that Solana could even be the Antichrist, pointing to  paragraph 666 of the 1998 EU General Report ."
Soccer in the United States,311525760,False,True,Tameamseo,MINOR,stunning,good,"The men's national soccer team was generally regarded as weak competitor against other countries like England, Spain, Argentina, Brazil, etc. until recent success beginning with back-to-back Gold Cup wins and a stunning performance in the 2009 Confederations Cup.","The men's national soccer team was generally regarded as weak competitor against other countries like England, Spain, Argentina, Brazil, etc. until recent success beginning with back-to-back Gold Cup wins and a good performance in the 2009 Confederations Cup."
Abdul Hafiz Mohamed Barakatullah,208946440,False,True,YellowMonkey,UNKNOWN,freedom,independence,He did not live to see India free but his contribution did bring freedom much nearer.,He did not live to see India free but his contribution did bring independence much nearer.
Tastyhead,217929563,True,True,Derek R Bullamore,UNKNOWN,Edd's,Tipton's,"Tastyhead were formed by Edd Tipton (guitar and vocals) and Hugh Pawsey (drums), bringing in Edd's college friend Ryan Amos (bass) in May 2004.","Tastyhead were formed by Edd Tipton (guitar and vocals) and Hugh Pawsey (drums), bringing in Tipton's college friend Ryan Amos (bass guitar) in May 2004."
Russophobia,105587767,False,True,80.235.67.128,UNKNOWN,directly,successor of the Soviet Union,"All the Baltic States consider their past adjoinment to the Soviet Union to be an act of  occupation and hold modern Russia as directly responsible, something that Russia refused to acknowledge.","All the Baltic States consider their past adjoinment to the Soviet Union to be an act of occupation and hold Russia as successor of the Soviet Union responsible, something that Russia refused to acknowledge."
Russophobia,122990823,True,True,Ukrained,UNKNOWN,Ukrainians,regions,"Many western Ukrainians, see the future of their country as distantly as possible from Russia, and strongly oppose the possible introduction of Russian as a state language next to the Ukrainian language, and in turn support the controversial ex-UPA fighters gaining veteran status.","E.g., many residents of Ukraine's western regions see the future of their country as distantly as possible from Russia, and strongly oppose the possible introduction of Russian as a state language next to the Ukrainian language."
Russophobia,123814001,True,True,Kuban kazak,UNKNOWN,regions,Ukrainians,"E.g., many residents of Ukraine's western regions see the future of their country as distantly as possible from Russia, and strongly oppose the possible introduction of Russian as a state language next to the Ukrainian language.","Many western Ukrainians, see the future of their country as distantly as possible from Russia, and strongly oppose the possible introduction of Russian as a state language next to the Ukrainian language, and in turn support the controversial ex-UPA fighters gaining veteran status."
Religious persecution,135385126,False,True,Fourdee,UNKNOWN,persistent,perceived systematic,"Religious persecution is persistent mistreatment of an individual/group by another group due to their religious affiliation, in the absence of Religious toleration or Freedom of religion and Religious pluralism.","Religious persecution is perceived systematic mistreatment of an individual/group by another group due to their religious affiliation, in the absence of Religious toleration or Freedom of religion and Religious pluralism."
Agile software development,110170906,False,True,Boson,UNKNOWN,contradicted,inconsistent with,"The processes originating from this use of the waterfall model were seen as bureaucratic, slow, demeaning, and contradicted the ways that software engineers actually perform effective work.","The processes originating from this use of the waterfall model were seen as bureaucratic, slow, demeaning, and inconsistent with the ways that software engineers actually perform effective work."
Agile software development,378930211,False,True,Finell,UNKNOWN,agile,methods,"Proponents of agile methods believe that they promote a disciplined project management process for software development that encourages frequent inspection and adaptation, teamwork, self-organization and accountability, a set of engineering best practices for rapid delivery of high-quality software, and a business approach that aligns development with customer needs and company goals.","Proponents of agile methods believe that they promote a disciplined project management process for software development that encourages frequent inspection and adaptation, teamwork, self-organization and accountability, a set of engineering best practices for rapid delivery of high-quality software, and a business approach that aligns development with customer needs and company goals."
Agile software development,473695475,True,True,Boson,UNKNOWN,known,recognized,Incremental software development methods have been traced back to 1957.,Incremental software development methods have been traced back to 1957.
Jesse Evans (outlaw),421525192,False,True,Rms125a@hotmail.com,UNKNOWN,he,Hines,"The mans name was Joe Hines, but during Morrison's interview of Hines, the latter revealed that he in fact was Jesse Evans.","The man's name was Joe Hines, but during Morrison's interview of Hines, the latter revealed that he in fact was Jesse Evans."
United Nations list of Non-Self-Governing Territories,187432098,False,True,A Jalil,UNKNOWN,occupation,administration,"Thus, Western Sahara is included not solely on the grounds that it is under Moroccan occupation (and seen by Morocco as an integral part of the Kingdom) but also because it was a former Spanish colony.","Thus, Western Sahara is included not solely on the grounds that it is under Moroccan administration (and seen by Morocco as an integral part of the Kingdom) but also because it was a former Spanish colony."
Golden Team,372582378,False,True,ANB,UNKNOWN,brilliance,dominance lasted,"The team's brilliance from the spring of 1950 lasted until its subsequent partial meltdown after the ill-fated 1956 Hungarian Revolution — a flashpoint in the Cold War and a strikingly heroic, moving and historically consequential event commonly viewed as having rent the first major blow against the panoply of the monolithic communist world.",The team's dominance lasted from the spring of 1950 until its subsequent break up after the ill-fated 1956 Hungarian Revolution — a flashpoint.
Greetland,186461551,False,True,79.68.49.192,UNKNOWN,They,The landlord claims to,"They have even had phone calls of support from Germany, Croatia and the USA.","The landlord claims to have even received phone calls of support from Germany, Croatia and the USA."
Greetland,186461551,False,True,79.68.49.192,UNKNOWN,had,received,"The pub has had support from smokers and non-smokers alike from Halifax, Bradford, Huddersfield and Leeds.","The pub received support from smokers and non-smokers alike from Halifax, Bradford, Huddersfield and Leeds."
James Dean,111715038,False,True,AaronY,UNKNOWN,admits,claims,"Bast has recently published an unexpurgated version of his first book, in which he now admits that he and Dean were sexually involved (Surviving James Dean, 2006).","Bast has recently published an unexpurgated version of his first book, in which he now claims that he and Dean were sexually involved (Surviving James Dean, 2006)."
James Dean,111715038,False,True,AaronY,UNKNOWN,dismissed,debated," However, the ""trade only"" notion is dismissed by BastWilliam Bast, Surviving James Dean (Barricade Books, 2006), pp.133, 183-232."," However, the ""trade only"" notion is debated by BastWilliam Bast, Surviving James Dean (Barricade Books, 2006), pp.133, 183-232."
James Dean,111715038,False,True,AaronY,UNKNOWN,confirms,states,"However, in her memoir detailing this, she confirms that Dean was also having a sexual involvement with Rogers Brackett, and describes her negative response to this situation.","However, in her memoir detailing this, she states that Dean was also having a sexual involvement with Rogers Brackett, and describes her negative response to this situation."
Gunatitanand Swami,218425689,False,True,AroundTheGlobe,UNKNOWN,divine,such a,"It is said that from his childhood days he had divine vision and he could see with his inner eyes, what Ghanshyam Maharaj (Bhagwan Swaminarayan) was doing in his childhood at Chhapaiya, far away in Uttar Pradesh.","It is said that from his childhood days he had such a vision that he could see with his inner eyes, what Ghanshyam Pande (Bhagwan Swaminarayan) was doing in his childhood at Chhapaiya, far away in Uttar Pradesh."
